0.043933,0.122398,0.250599,0.696352,3.542048,6.366499
0.054684,0.162171,0.394160,1.370563,4.165787,5.785698
0.075654,0.228945,0.543606,1.602988,4.439701,4.882943
0.099138,0.292134,0.619950,1.610824,4.709741,4.485036
0.120168,0.328882,0.645917,1.655885,4.222159,4.742894
0.132861,0.352402,0.658573,1.640813,4.122869,5.166427
0.142180,0.359477,0.657770,1.576546,4.442038,4.771630
0.142228,0.363441,0.660807,1.548549,4.717369,4.474986
0.141152,0.359078,0.670190,1.676097,4.368778,4.940810
0.134881,0.349869,0.660217,1.621317,4.089370,5.020469
0.120600,0.333892,0.652025,1.615251,4.297954,4.970041
0.100174,0.290157,0.633143,1.554879,4.631503,4.617681
0.076015,0.233447,0.544177,1.611704,4.525695,4.927708
0.054711,0.163880,0.386698,1.317911,4.062297,5.658597
0.043883,0.124412,0.249231,0.724672,3.592012,6.306283
0.047063,0.135837,0.303337,0.994448,4.335317,5.281421
0.062277,0.200249,0.582128,2.637994,4.683585,3.358675
0.094565,0.314843,0.890830,2.912584,5.118594,2.849366
0.127473,0.405766,0.998136,2.847578,5.428705,2.680379
0.154667,0.452647,1.039745,2.940416,4.875214,2.678486
0.171936,0.483136,1.013548,3.212655,4.391079,2.702464
0.176927,0.503896,1.101057,3.058822,4.969230,2.767220
0.181288,0.488421,1.067718,2.801403,5.248499,2.388288
0.172490,0.477261,1.016912,2.871230,4.825552,2.725286
0.171414,0.479169,1.025552,2.986757,4.448741,2.703918
0.156269,0.461143,1.063994,3.045229,4.864892,2.745906
0.127868,0.413835,0.991174,2.872609,5.332223,2.713146
0.089749,0.312304,0.941952,2.918787,5.028173,2.807504
0.061613,0.197817,0.583779,2.789885,4.586102,3.454658
0.046655,0.137576,0.305971,1.046624,4.160773,5.196476
0.052278,0.158905,0.393714,1.368014,3.559331,5.918179
0.071954,0.261109,0.989107,4.790677,3.828946,2.401689
0.123033,0.510320,1.830533,4.652766,3.303489,1.781692
0.189236,0.666611,1.971276,4.306104,3.340663,1.491423
0.234313,0.755882,2.021006,4.862819,3.094872,1.478050
0.263756,0.802622,1.991392,5.146628,2.954985,1.474097
0.264680,0.786150,1.986407,4.642078,3.178314,1.447351
0.272736,0.800614,2.076022,4.133886,3.188042,1.400666
0.266805,0.786834,2.036186,4.697788,2.999918,1.384974
0.255911,0.764947,1.948022,5.069915,2.946858,1.495326
0.240321,0.761939,1.993901,4.726712,3.128005,1.502690
0.190583,0.696764,1.995356,4.268964,3.345362,1.431823
0.128246,0.501546,1.824566,4.601895,3.257926,1.711111
0.073227,0.266347,1.013198,4.749967,3.855488,2.331155
0.052330,0.157636,0.365976,1.414071,3.671515,5.937991
0.058190,0.186178,0.471191,1.436045,3.926846,5.130989
0.092065,0.374245,1.843044,4.583082,3.418490,1.862060
0.194597,0.990342,3.575613,4.364897,1.974979,1.212745
0.331871,1.275477,4.009938,3.852638,1.738220,0.941653
0.406032,1.466771,3.769639,4.267066,1.558109,0.906574
0.449714,1.471097,3.620608,4.415163,1.581812,0.861873
0.454656,1.494535,3.860978,4.154148,1.624078,0.873274
0.458076,1.478981,4.060876,3.916088,1.666386,0.903367
0.451209,1.479063,3.847267,4.109335,1.679042,0.927237
0.439777,1.436696,3.548444,4.504826,1.604618,0.908267
0.423758,1.498424,3.707255,4.245723,1.677637,0.880015
0.311810,1.290283,3.987944,3.923367,1.788213,0.979423
0.180942,0.994075,3.776707,4.267772,1.920616,1.187738
0.090669,0.378736,1.831485,4.569809,3.391436,1.867459
0.059853,0.188644,0.476780,1.519859,3.822980,5.258344
0.065813,0.214705,0.548338,1.432715,4.345892,4.298191
0.115786,0.564600,2.305364,3.882779,3.390569,1.642054
0.304097,2.035058,4.984545,2.978432,1.235904,0.838539
0.637518,2.583188,5.405218,2.322437,0.959526,0.732283
0.791550,2.892668,4.853655,2.275969,0.925377,0.624831
0.824666,2.979559,4.423425,2.370968,0.910020,0.591128
0.858310,2.850476,4.856549,2.344393,0.890847,0.611904
0.847914,2.813136,5.261699,2.252728,0.904264,0.589808
0.852969,3.027277,4.856245,2.313549,0.898458,0.626488
0.806593,3.014125,4.481985,2.369773,0.912942,0.600909
0.788128,2.876613,4.773142,2.345411,0.931724,0.684536
0.652143,2.644954,5.283408,2.356031,1.011821,0.732358
0.304371,2.050333,5.030800,2.924198,1.274734,0.881488
0.116238,0.516962,2.303839,3.932683,3.342721,1.621114
0.065665,0.216080,0.571608,1.491018,4.339092,4.229057
0.073050,0.235728,0.610251,1.643067,3.620681,5.185942
0.152858,0.681556,2.261834,4.779738,2.746424,1.539749
0.540188,3.550199,4.081728,2.353413,1.029167,0.766723
1.364159,4.356916,3.767359,1.351711,0.692208,0.568640
1.578048,4.905244,3.440629,1.267613,0.609699,0.527276
1.708259,5.246078,3.204374,1.216188,0.597822,0.476305
1.744211,4.843794,3.389774,1.280572,0.592486,0.456761
1.734164,4.513232,3.608056,1.221126,0.582166,0.458516
1.628793,4.940744,3.377188,1.221412,0.587002,0.517100
1.658033,5.324171,3.270247,1.257346,0.603552,0.490609
1.641989,5.081827,3.380280,1.295096,0.617693,0.520989
1.439801,4.266966,3.839537,1.467939,0.680102,0.617656
0.475837,3.529394,4.065905,2.409741,1.019382,0.712281
0.153989,0.707573,2.213089,4.956751,2.803335,1.622335
0.072919,0.243968,0.604496,1.611004,3.570022,5.364359
0.077705,0.267057,0.630689,1.604548,3.635863,5.001781
0.164810,0.750395,2.281510,4.681093,2.757904,1.518682
0.828657,3.780778,4.117176,2.041885,0.919848,0.656401
3.172690,4.825952,2.318408,0.991926,0.562084,0.466784
3.252635,5.383424,2.022208,0.839767,0.475438,0.443592
3.153139,5.754947,1.985255,0.804880,0.448529,0.432295
3.508565,5.399058,2.057097,0.817635,0.449465,0.430527
3.632171,5.011505,2.087124,0.805585,0.469510,0.360198
3.359596,5.277742,2.027376,0.806089,0.452950,0.382029
3.196019,5.625548,1.914183,0.811807,0.459014,0.406414
3.175956,5.207588,2.051093,0.822357,0.478170,0.392771
3.140548,4.745551,2.376830,0.989829,0.551840,0.466881
0.833343,3.760937,4.014862,2.062360,0.897463,0.616497
0.172119,0.721286,2.320938,4.697827,2.727897,1.466999
0.079410,0.260095,0.620804,1.596893,3.680748,5.017065
0.077148,0.267478,0.638405,1.514900,4.302361,4.221655
0.176765,0.780011,2.536271,3.684069,3.196271,1.434789
0.995674,3.197407,4.773896,1.791852,0.917116,0.612685
4.489243,4.257833,1.980407,0.886685,0.530438,0.453355
4.472141,4.711504,1.608709,0.720976,0.457480,0.412245
4.172687,4.765058,1.611802,0.694331,0.409926,0.387954
4.791200,4.550361,1.610009,0.685510,0.417907,0.375210
5.018899,4.524105,1.606752,0.681450,0.417607,0.347276
4.666262,4.610415,1.591835,0.688321,0.412909,0.360058
4.169520,4.811614,1.599643,0.700456,0.425143,0.393659
4.447996,4.558291,1.637777,0.733586,0.439318,0.460933
4.465712,4.220590,2.047109,0.893212,0.527505,0.428278
1.020200,3.179618,4.820202,1.807498,0.882450,0.626240
0.194121,0.804196,2.469131,3.805563,3.193165,1.439164
0.078074,0.275726,0.599124,1.469856,4.322377,4.210515
0.078299,0.256992,0.629812,1.591553,3.675001,5.000919
0.168164,0.814616,2.295797,4.638878,2.764116,1.572684
0.837129,3.783952,4.059621,2.031383,0.919964,0.701566
3.086418,4.821846,2.375352,0.976269,0.557493,0.505086
3.238770,5.368864,2.090030,0.862643,0.479932,0.422705
3.084072,5.744497,1.952882,0.817240,0.454192,0.401768
3.417723,5.311979,2.022088,0.797063,0.459171,0.389186
3.577837,4.902638,2.023984,0.795619,0.454743,0.428547
3.448175,5.375522,2.013579,0.802370,0.458898,0.398447
3.193608,5.611175,1.926611,0.845958,0.461963,0.380971
3.239443,5.230450,2.100027,0.857708,0.485365,0.404587
3.228344,4.701697,2.379292,0.976792,0.562171,0.458015
0.821394,3.790766,3.974636,2.011841,0.914953,0.636651
0.168714,0.802497,2.277359,4.660436,2.698439,1.432276
0.077103,0.262732,0.604265,1.593914,3.706640,5.149694
0.072560,0.245984,0.572425,1.573201,3.460122,5.171299
0.141200,0.670985,2.197313,4.914944,2.760816,1.504564
0.525317,3.515262,4.071859,2.352367,1.017559,0.671497
1.447183,4.352378,3.748867,1.405447,0.675435,0.490144
1.604195,4.940083,3.410453,1.288717,0.612432,0.552460
1.641573,5.337341,3.299801,1.252568,0.583380,0.482346
1.721949,4.944382,3.388819,1.245712,0.573750,0.492980
1.793979,4.646755,3.711718,1.238058,0.585576,0.426083
1.739340,4.904961,3.412961,1.232131,0.588944,0.504312
1.682210,5.365614,3.284381,1.247132,0.577488,0.466600
1.617402,4.947703,3.498354,1.291023,0.615115,0.512889
1.439057,4.378425,3.880781,1.365531,0.686618,0.543160
0.533993,3.544748,3.985936,2.312190,1.055152,0.736296
0.144882,0.683757,2.170962,4.815171,2.846591,1.560269
0.072312,0.243792,0.565987,1.584091,3.571660,5.305752
0.066164,0.215432,0.546847,1.479677,4.316247,4.310630
0.117594,0.593901,2.335549,3.902924,3.302037,1.596443
0.293476,1.974689,4.958117,2.863834,1.286767,0.916762
0.613058,2.632172,5.323597,2.356915,0.986174,0.716322
0.771062,2.794611,4.864011,2.397954,0.904180,0.631888
0.818820,3.053592,4.464666,2.384061,0.919980,0.539067
0.815369,2.847957,4.873528,2.322834,0.902784,0.572472
0.878850,2.917634,5.347933,2.251426,0.914485,0.670714
0.810044,2.856307,4.861901,2.351066,0.902897,0.632529
0.780914,2.898117,4.459561,2.425773,0.887555,0.602003
0.765880,2.833651,4.768595,2.291355,0.943413,0.615994
0.636886,2.654706,5.374034,2.348572,0.989512,0.698043
0.298215,1.942209,5.023749,2.873564,1.284004,0.888316
0.120591,0.571597,2.264432,3.746540,3.348416,1.668403
0.066897,0.225953,0.551361,1.383287,4.350149,4.411457
0.059111,0.186687,0.479156,1.454382,3.759495,5.082379
0.091426,0.371001,1.826337,4.641696,3.354109,1.897400
0.187204,0.940064,3.730143,4.301833,1.867852,1.077871
0.329010,1.345163,4.152060,3.892134,1.696251,0.924939
0.398386,1.398380,3.861959,4.167777,1.598270,0.839009
0.439309,1.468808,3.540050,4.351335,1.610506,0.821753
0.451040,1.502282,3.868300,4.087863,1.629748,0.881255
0.445462,1.507971,3.991383,3.825139,1.615747,0.859515
0.446996,1.428743,3.758938,4.228560,1.592280,0.792739
0.444023,1.464289,3.549222,4.334530,1.614282,0.885412
0.406345,1.371339,3.703902,4.163117,1.584652,0.868310
0.320732,1.322660,4.023494,3.840044,1.686091,0.962264
0.186387,0.982927,3.669541,4.385790,1.959519,1.115610
0.092768,0.378553,1.834612,4.649497,3.352893,1.912744
0.059047,0.184843,0.463779,1.487171,3.808524,5.108206
0.052770,0.158948,0.375256,1.391120,3.555727,5.818423
0.072714,0.258133,1.057499,4.776476,3.722592,2.492352
0.126022,0.509796,1.838200,4.660175,3.370770,1.706887
0.189243,0.708445,2.037931,4.251822,3.321785,1.391767
0.237202,0.765502,1.990414,4.716804,3.089125,1.373261
0.252381,0.779271,1.977516,5.117964,2.963182,1.366841
0.271299,0.783783,2.023389,4.672889,3.026624,1.369507
0.265347,0.824010,2.062619,4.080276,3.377219,1.370429
0.271417,0.808730,2.064286,4.643977,3.103653,1.435702
0.257514,0.784535,1.983599,5.106460,3.076372,1.519327
0.237837,0.743357,1.929831,4.909440,3.100990,1.466004
0.192059,0.676587,1.991871,4.322049,3.364575,1.550808
0.124652,0.492043,1.835358,4.706683,3.275178,1.662169
0.071768,0.255182,1.037166,4.833199,3.806762,2.358383
0.052255,0.160951,0.383532,1.330088,3.615608,5.822437
0.045611,0.134966,0.305214,1.002177,4.180138,5.172873
0.058632,0.189947,0.581045,2.649722,4.657594,3.289261
0.089009,0.302344,0.919796,2.893479,5.037787,2.834260
0.126646,0.403431,1.055618,2.844099,5.321150,2.646872
0.157453,0.452618,1.049034,3.042231,4.863259,2.601973
0.173455,0.479923,1.050851,3.046852,4.432749,2.813667
0.175283,0.494196,1.056104,3.010187,4.880131,2.607141
0.181825,0.493498,1.054613,2.855569,5.214408,2.397593
0.180112,0.483789,1.085025,2.983234,4.814727,2.723373
0.174684,0.480390,1.077290,3.230161,4.471382,2.704177
0.153119,0.460008,1.028361,3.073412,4.813856,2.702203
0.128646,0.403097,1.009881,2.860610,5.239493,2.607470
0.090615,0.317448,0.916307,2.978314,5.133448,2.826482
0.057873,0.196407,0.570926,2.749382,4.770948,3.405306
0.047083,0.137136,0.290104,1.090802,4.228791,5.334744
0.043522,0.126326,0.248386,0.726453,3.576288,6.612290
0.054339,0.163411,0.385335,1.373769,4.179588,5.601521
0.075295,0.233841,0.558524,1.544920,4.567378,4.893808
0.100906,0.289404,0.633500,1.572960,4.647523,4.534182
0.121448,0.329644,0.640727,1.608008,4.315810,4.900415
0.133322,0.350296,0.653365,1.587711,4.098480,5.101994
0.141134,0.357528,0.649503,1.634053,4.527517,4.810303
0.143034,0.363404,0.671369,1.571187,4.754835,4.500289
0.141316,0.364674,0.660554,1.630558,4.386772,4.744185
