0.020808,0.088619,0.201690,0.346154,0.606484,1.139220,2.858304,7.447776
0.019842,0.086299,0.190293,0.348630,0.655108,1.414409,3.821912,8.579190
0.022938,0.100396,0.225486,0.429142,0.841127,1.868720,4.409548,8.323264
0.027311,0.120675,0.278430,0.528456,1.049633,2.224238,4.582276,7.786592
0.032705,0.144565,0.333625,0.637020,1.219918,2.374798,4.539177,7.689357
0.038085,0.167964,0.384292,0.722933,1.320066,2.424895,4.569826,7.177821
0.041841,0.182504,0.422768,0.776901,1.362324,2.438020,4.478937,7.574717
0.043476,0.190898,0.436590,0.792024,1.369657,2.416536,4.516666,7.103566
0.041781,0.186232,0.420705,0.778918,1.362062,2.437210,4.459733,7.530419
0.038340,0.167108,0.384503,0.725706,1.320978,2.429898,4.548398,7.240277
0.032847,0.145993,0.333402,0.638095,1.219700,2.385540,4.561056,7.724540
0.027750,0.120813,0.276591,0.532643,1.059185,2.223244,4.598397,7.692540
0.023093,0.100793,0.230039,0.428138,0.834169,1.889005,4.421365,8.279664
0.020113,0.086567,0.191248,0.350880,0.656094,1.430177,3.828564,8.573606
0.020434,0.089280,0.196379,0.353447,0.625089,1.173150,2.855976,7.384446
0.020151,0.086840,0.192083,0.352059,0.656546,1.430473,3.819040,8.625213
0.017217,0.075285,0.170904,0.329387,0.689613,1.845721,5.909405,9.794002
0.019029,0.084051,0.196789,0.410523,0.966488,2.840041,6.747274,8.854106
0.022465,0.100886,0.245546,0.539727,1.320439,3.398140,7.015959,7.944538
0.026980,0.123928,0.304656,0.679929,1.563200,3.634913,6.704103,7.860770
0.031958,0.146796,0.363978,0.784241,1.675463,3.631549,6.937587,7.353310
0.035693,0.165203,0.408366,0.841351,1.719781,3.671495,6.520210,7.656504
0.037253,0.170669,0.422069,0.860733,1.733739,3.592603,6.859190,7.261843
0.035854,0.164266,0.407424,0.842294,1.718956,3.681641,6.528716,7.688221
0.032139,0.146765,0.367588,0.779093,1.682011,3.611900,6.931573,7.355925
0.027013,0.122733,0.307420,0.675295,1.565191,3.606792,6.709838,7.832062
0.022628,0.101174,0.245660,0.536046,1.316080,3.363506,7.033391,7.961934
0.019006,0.084360,0.197329,0.409264,0.964805,2.829057,6.746976,8.847949
0.017045,0.074213,0.170427,0.328493,0.687353,1.837369,5.873654,9.827859
0.019906,0.086388,0.192996,0.353582,0.657972,1.428577,3.832456,8.596234
0.023067,0.100955,0.226404,0.426628,0.846542,1.884188,4.436483,8.277441
0.018977,0.084213,0.196550,0.409713,0.963169,2.846478,6.749884,8.844041
0.021988,0.099345,0.245820,0.578173,1.705226,5.422026,7.354555,6.119901
0.027543,0.127956,0.339714,0.890528,2.821873,6.212501,6.930503,4.767478
0.035816,0.169365,0.471795,1.266023,3.317744,6.614849,6.290264,4.303618
0.045507,0.217403,0.605186,1.501586,3.553404,6.260393,6.350614,4.014281
0.053642,0.258581,0.696123,1.607946,3.520622,6.565380,5.982560,3.983218
0.056920,0.273865,0.727340,1.633889,3.572420,6.151617,6.242077,3.922524
0.053564,0.259491,0.699082,1.614429,3.500697,6.570542,5.961414,4.050379
0.045260,0.218542,0.605670,1.508123,3.542810,6.299739,6.327607,4.009818
0.035806,0.170221,0.469784,1.276118,3.323719,6.668943,6.284897,4.331982
0.027509,0.128431,0.340672,0.900747,2.827756,6.304283,6.926678,4.821611
0.022132,0.099582,0.245751,0.576683,1.690090,5.438701,7.332168,6.212383
0.018960,0.085135,0.198554,0.412164,0.969694,2.841740,6.733267,8.874866
0.023137,0.101014,0.226793,0.427777,0.847705,1.889419,4.409885,8.269129
0.028063,0.121589,0.278349,0.534228,1.056374,2.217721,4.596998,7.775040
0.022478,0.101421,0.245649,0.538927,1.328828,3.417339,6.999808,7.956684
0.027649,0.128766,0.339725,0.892083,2.830161,6.255352,6.915424,4.724225
0.038744,0.184671,0.542310,1.774833,5.664942,6.836273,4.714591,3.081290
0.055796,0.279876,0.903571,3.001840,6.337106,6.416527,3.643610,2.471224
0.079290,0.407810,1.306262,3.505990,6.704886,5.786173,3.310730,2.187907
0.102025,0.523572,1.532448,3.741169,6.252268,5.881626,3.144909,2.087251
0.112241,0.569099,1.611293,3.672789,6.609095,5.545495,3.153428,2.049618
0.102355,0.522170,1.532042,3.721551,6.232313,5.857270,3.168843,2.124482
0.078992,0.406350,1.310062,3.473962,6.705230,5.774441,3.338313,2.188332
0.055329,0.278390,0.907466,2.969575,6.339306,6.395466,3.653658,2.465145
0.038425,0.185233,0.544140,1.767297,5.673583,6.840634,4.709162,3.059535
0.027686,0.128230,0.338140,0.890983,2.817645,6.245724,6.877605,4.810897
0.022503,0.101567,0.245183,0.533009,1.320031,3.358685,7.033744,7.935413
0.027716,0.120690,0.275383,0.530640,1.055851,2.200617,4.598234,7.741531
0.033022,0.145993,0.334485,0.642437,1.229842,2.363753,4.524439,7.691094
0.027217,0.123869,0.305326,0.675606,1.569203,3.613908,6.695695,7.802835
0.035733,0.169481,0.472516,1.260536,3.335316,6.641130,6.266941,4.329918
0.055823,0.278934,0.904483,2.991239,6.319689,6.388274,3.662080,2.403054
0.092659,0.504741,1.900476,5.934878,6.606348,4.259256,2.318605,1.762791
0.154805,0.877874,3.235737,6.417010,6.131950,3.268473,1.833521,1.437767
0.231311,1.270841,3.722453,6.878670,5.531947,3.004238,1.669592,1.347812
0.269995,1.410005,3.920628,6.411156,5.630987,2.908907,1.638413,1.345358
0.231719,1.267260,3.693504,6.880461,5.485866,3.013228,1.680566,1.351995
0.155047,0.876769,3.223655,6.472085,6.122960,3.320967,1.853068,1.441123
0.092869,0.502805,1.894113,5.972966,6.641671,4.261062,2.325493,1.723701
0.055856,0.278979,0.902882,3.011256,6.362484,6.424862,3.661428,2.390403
0.035736,0.170334,0.468741,1.268096,3.349674,6.670421,6.291425,4.294124
0.027235,0.123269,0.305044,0.681165,1.569436,3.641864,6.712294,7.843466
0.032809,0.145052,0.334163,0.642475,1.217275,2.386410,4.521652,7.650228
0.038251,0.168535,0.386675,0.730634,1.323498,2.424969,4.546231,7.247896
0.032047,0.147412,0.365968,0.781178,1.688452,3.625762,6.918177,7.385454
0.045502,0.217240,0.604981,1.510775,3.556746,6.290895,6.331580,4.023759
0.079236,0.406838,1.310101,3.507654,6.724481,5.773272,3.289991,2.152918
0.155550,0.878783,3.242696,6.446337,6.145850,3.301715,1.836491,1.506525
0.319230,1.978465,6.234271,6.588735,4.007667,2.104773,1.300418,1.143837
0.601195,3.340137,6.663992,6.011956,3.149700,1.696428,1.125070,1.018539
0.775634,3.616806,7.166792,5.529703,2.980061,1.616559,1.055995,0.938388
0.597419,3.352915,6.666604,5.985388,3.146226,1.703085,1.130364,1.003994
0.320359,1.976040,6.266321,6.525961,4.003814,2.097990,1.321246,1.153181
0.154655,0.881478,3.237561,6.406138,6.126261,3.279353,1.864044,1.454669
0.078981,0.406875,1.300881,3.463033,6.727079,5.770437,3.322969,2.152913
0.045287,0.218576,0.602357,1.500181,3.557920,6.293584,6.319679,4.061267
0.032031,0.146804,0.363065,0.782352,1.678421,3.602844,6.895222,7.396115
0.038014,0.169389,0.386024,0.726859,1.319807,2.419803,4.542631,7.302594
0.042152,0.186461,0.424439,0.780207,1.367028,2.443919,4.442253,7.531202
0.036067,0.164407,0.407371,0.841310,1.726438,3.661324,6.538640,7.684795
0.053394,0.258033,0.694707,1.605497,3.521873,6.568783,5.977516,3.950504
0.101584,0.523002,1.533377,3.720037,6.269126,5.849131,3.130593,2.106671
0.231558,1.266858,3.708062,6.871122,5.501638,3.015363,1.679793,1.381273
0.596387,3.351349,6.663069,6.018837,3.154802,1.694134,1.100223,1.015351
1.517765,6.406075,6.675957,4.052197,2.117942,1.250201,0.907360,0.932763
2.367887,6.684916,6.440243,3.477586,1.882783,1.153469,0.857213,0.891400
1.519089,6.414306,6.676457,4.039131,2.109857,1.269486,0.918991,0.903996
0.599508,3.352255,6.595786,6.011328,3.146145,1.710787,1.119230,1.049250
0.231091,1.275759,3.683468,6.892747,5.521593,3.007734,1.681615,1.339405
0.101381,0.524153,1.533529,3.727757,6.240507,5.869194,3.139606,2.143470
0.053662,0.258091,0.694819,1.609609,3.513133,6.585882,5.927342,3.966731
0.036070,0.164709,0.404910,0.846638,1.721552,3.671823,6.515547,7.686423
0.042102,0.187941,0.425661,0.781330,1.372440,2.437795,4.454763,7.546861
0.043435,0.193325,0.438028,0.799310,1.378909,2.430508,4.518622,7.146918
0.037112,0.171024,0.419938,0.861516,1.733898,3.605638,6.864130,7.217953
0.057031,0.274089,0.724843,1.630740,3.589458,6.154228,6.224543,3.937041
0.112404,0.565831,1.606920,3.669743,6.628026,5.534881,3.163700,2.101416
0.268108,1.403859,3.915235,6.437482,5.633015,2.904942,1.641796,1.294017
0.781694,3.617918,7.182676,5.516698,2.975447,1.612982,1.076547,1.054557
2.379108,6.679223,6.438758,3.473139,1.868419,1.161755,0.874190,0.893582
4.194716,7.199897,5.406271,2.856825,1.610800,1.037851,0.814231,0.846436
2.385344,6.686692,6.464959,3.469340,1.871475,1.158660,0.850476,0.852823
0.773656,3.624016,7.162871,5.512188,2.974086,1.613123,1.077920,0.928887
0.270670,1.405863,3.915909,6.393373,5.638438,2.911623,1.634057,1.246877
0.111623,0.569205,1.603273,3.652427,6.614921,5.540676,3.144824,2.055329
0.057265,0.273648,0.726354,1.627026,3.573984,6.172195,6.224603,3.928971
0.037493,0.170628,0.420213,0.860823,1.734234,3.599741,6.882215,7.317017
0.043669,0.191535,0.436855,0.791442,1.370513,2.433079,4.520406,7.212133
0.042139,0.185712,0.423010,0.779505,1.353259,2.445795,4.466724,7.550828
0.035992,0.165457,0.407265,0.844673,1.729718,3.665408,6.514959,7.667924
0.053335,0.257531,0.695655,1.610096,3.504614,6.583241,5.961535,3.927665
0.101911,0.523116,1.529967,3.702042,6.233953,5.881156,3.147249,2.139817
0.230246,1.269884,3.686588,6.875932,5.488702,3.010191,1.690276,1.426450
0.603341,3.354323,6.653777,5.993510,3.163804,1.715262,1.125234,1.060073
1.527243,6.390551,6.661895,4.022001,2.121319,1.256604,0.901507,0.939671
2.370070,6.670047,6.465517,3.470091,1.879936,1.155883,0.844475,0.860678
1.514700,6.403991,6.701547,4.022670,2.116242,1.270485,0.925575,0.917182
0.598628,3.356707,6.645735,5.995198,3.141233,1.705034,1.109288,1.123766
0.230787,1.272025,3.715810,6.879387,5.493387,3.005774,1.664132,1.368353
0.102046,0.524653,1.534121,3.701144,6.227882,5.850642,3.130322,2.153055
0.053730,0.257743,0.696331,1.605511,3.512120,6.576793,5.932778,3.987521
0.035804,0.165094,0.404481,0.842518,1.729007,3.671971,6.545247,7.634080
0.042215,0.186112,0.425293,0.783779,1.357972,2.440908,4.446137,7.521249
0.038260,0.170129,0.387301,0.731387,1.320588,2.432641,4.530916,7.263490
0.032242,0.147297,0.366178,0.781990,1.683565,3.627184,6.908150,7.344484
0.045112,0.217153,0.606869,1.503802,3.539886,6.293126,6.313285,4.050058
0.078885,0.406020,1.306267,3.475772,6.690155,5.744505,3.305528,2.122945
0.155215,0.880025,3.227359,6.452861,6.116037,3.287172,1.857262,1.461419
0.321783,1.981015,6.265615,6.520590,4.003751,2.110923,1.326080,1.138962
0.599814,3.359758,6.687530,5.969192,3.143406,1.696599,1.093919,1.110503
0.779236,3.638019,7.184885,5.525707,2.987039,1.617199,1.053333,1.051983
0.596915,3.359377,6.665556,5.990570,3.150195,1.716983,1.110356,1.016206
0.318679,1.979731,6.237463,6.520178,3.997826,2.111176,1.282951,1.166426
0.155280,0.881623,3.232802,6.423436,6.123569,3.293901,1.849247,1.493337
0.079220,0.406468,1.302676,3.480466,6.716909,5.760757,3.309592,2.204389
0.045554,0.218291,0.608914,1.499660,3.548079,6.258114,6.328758,4.046033
0.032169,0.147101,0.364577,0.779684,1.684471,3.611978,6.942353,7.440817
0.038316,0.168239,0.390556,0.727545,1.323819,2.436170,4.574266,7.250122
0.033077,0.145478,0.335254,0.643310,1.229470,2.384343,4.538281,7.751724
0.027364,0.123603,0.305323,0.675460,1.563062,3.618921,6.667727,7.820858
0.035905,0.170828,0.470135,1.257470,3.335075,6.621481,6.278313,4.312905
0.055438,0.280382,0.901643,2.989191,6.318309,6.384838,3.651512,2.398461
