eval,event,obj,cv,dou,mean,std,s_star,s_lo,s_hi,sim_s,P0=P1,P2,P3,P4,P5,P6,P7,PPFD_per_W
30,cached,0.10523328762901683,0.02268782323702079,97.73121767629792,1391.426591111111,31.568440546419293,0.8560808022841824,0.9926446596259467,0.9926446603649541,8.893213987350464,55.00000001861207,65.00000001116724,65.00000001116724,55.00000001861207,65.00000001116724,40.000000029779336,80.0,0.20006133584479746
31,infeas,1.0,1.0,0.0,0.0,0.0,inf,1.145080734260959,0.5184635828939561,0.0,48.031724710019084,154.30206216887328,56.76455643516452,48.031547760833455,56.76455643516452,34.93203474933687,69.8640694466611,0.20006133584479746
32,infeas,1.0,1.0,0.0,0.0,0.0,inf,2.444881044892239,0.7877852820253788,0.0,69.81623533040793,16.360714188351462,82.50979231809671,69.81597812694376,82.50979231809671,50.77525684021439,101.55051360482611,0.20006133584479746
33,infeas,1.0,1.0,0.0,0.0,0.0,inf,1.037541106588523,0.9087615277246603,0.0,60.52215125944435,38.55268937875783,71.52591524633861,60.521928295446244,71.52591524633861,44.01594786910772,88.03189567267715,0.20006133584479746
34,infeas,1.0,1.0,0.0,0.0,0.0,inf,1.0483154823818392,0.880608563618603,0.0,52.46531556874935,90.84626621306455,62.00423541879942,52.46512228618622,62.00423541879942,38.15645258726644,76.3129051177192,0.20006133584479746
35,skipped,1.0782020690153298,1.0,0.0,0.0,0.0,0.8488326351554719,0.9760475288435857,0.9760475295702369,0.0,55.000202619242266,57.76328015666128,64.99999998697155,54.99999999813879,64.99999998697155,40.000000014889665,79.99999997022066,0.20006133584479746
36,skipped,1.0885520671221207,1.0,0.0,0.0,0.0,0.86396476609808,1.01355157844117,1.0135515791957421,0.0,55.000202619242266,75.21008227139895,64.99999998697156,54.9999999981388,64.99999998697156,40.00000001488967,79.99999997022067,0.20006133584479746
37,skipped,1.0847533049347349,1.0,0.0,0.0,0.0,0.8592419837266161,1.0005793247653278,1.0005793255102424,0.0,55.00020261924226,68.72515948829681,64.99999998697153,54.99999999813878,64.99999998697153,40.000000014889665,79.99999997022066,0.20006133584479746
38,skipped,1.0808343799995332,1.0,0.0,0.0,0.0,0.8533978587974387,0.9862723869851066,0.9862723877193698,0.0,55.000202619242266,62.134556509283804,64.99999998697155,54.9999999981388,64.99999998697155,40.000000014889665,79.99999997022068,0.20006133584479746
39,skipped,1.0833765560414004,1.0,0.0,0.0,0.0,0.857309311633827,0.9956683015366936,0.9956683022779521,0.0,55.00020261924226,66.39843609509624,64.99999998697155,54.99999999813879,64.99999998697155,40.000000014889665,79.99999997022067,0.20006133584479746
40,skipped,1.0818841531496908,1.0,0.0,0.0,0.0,0.8550691589884102,0.9902061450385843,0.9902061457757764,0.0,55.00020261924226,63.89022294011673,64.99999998697153,54.99999999813878,64.99999998697153,40.00000001488967,79.99999997022066,0.20006133584479746
41,skipped,1.082861188136602,1.0,0.0,0.0,0.0,0.8565532401381902,0.9937988259497895,0.9937988266896561,0.0,55.000202619242266,65.5306444379537,64.99999998697155,54.99999999813878,64.99999998697155,40.000000014889665,79.99999997022067,0.20006133584479746
42,skipped,1.0822917670991854,1.0,0.0,0.0,0.0,0.8556965071360214,0.9917128445202382,0.9917128452585517,0.0,55.000202619242266,64.5738455789151,64.99999998697155,54.99999999813879,64.99999998697155,40.000000014889665,79.99999997022068,0.20006133584479746
43,skipped,1.0826658493127181,1.0,0.0,0.0,0.0,0.8562618918034139,0.993085676635727,0.9930856773750627,0.0,55.00020261924226,65.20217903515153,64.99999998697155,54.99999999813878,64.99999998697155,40.000000014889665,79.99999997022067,0.20006133584479746
44,skipped,1.08244843954928,1.0,0.0,0.0,0.0,0.8559344971959457,0.99228895739455,0.9922889581332925,0.0,55.000202619242266,64.83689253861819,64.99999998697155,54.99999999813879,64.99999998697155,40.000000014889665,79.99999997022067,0.20006133584479746
45,skipped,1.0825914564287669,1.0,0.0,0.0,0.0,0.8561502367064662,0.9928134129334464,0.9928134136725796,0.0,55.00020261924226,65.07715140585795,64.99999998697155,54.99999999813878,64.99999998697155,40.00000001488967,79.99999997022066,0.20006133584479746
46,skipped,1.0825084262887088,1.0,0.0,0.0,0.0,0.8560251612116324,0.9925091012467876,0.9925091019856941,0.0,55.00020261924226,64.93765011138747,64.99999998697155,54.99999999813879,64.99999998697155,40.00000001488967,79.99999997022066,0.20006133584479746
47,skipped,1.0825630729038407,1.0,0.0,0.0,0.0,0.8561075344374072,0.9927094371580985,0.9927094378971544,0.0,55.00020261924226,65.02945840385064,64.99999998697155,54.99999999813879,64.99999998697155,40.00000001488967,79.99999997022066,0.20006133584479746
48,skipped,1.08253136010461,1.0,0.0,0.0,0.0,0.8560597566717676,0.9925932016032815,0.9925932023422505,0.0,55.00020261924226,64.9761773913866,64.99999998697153,54.99999999813878,64.99999998697153,40.000000014889665,79.99999997022067,0.20006133584479746
49,skipped,1.082552236031952,1.0,0.0,0.0,0.0,0.856091215779151,0.9926697248211674,0.9926697255601934,0.0,55.00020261924226,65.01125052517676,64.99999998697155,54.99999999813878,64.99999998697155,40.000000014889665,79.99999997022067,0.20006133584479746
50,skipped,1.0825401230965268,1.0,0.0,0.0,0.0,0.8560729658340633,0.992625326960863,0.9926253276998561,0.0,55.00020261924226,64.99089953466593,64.99999998697153,54.99999999813878,64.99999998697153,40.00000001488967,79.99999997022066,0.20006133584479746
51,skipped,1.0825480973964534,1.0,0.0,0.0,0.0,0.8560849814626829,0.9926545564779787,0.9926545572169936,0.0,55.00020261924226,65.0042970802213,64.99999998697153,54.99999999813878,64.99999998697153,40.00000001488967,79.99999997022067,0.20006133584479746
52,skipped,1.0825434707071615,1.0,0.0,0.0,0.0,0.8560780105366415,0.9926375980296159,0.9926375987686181,0.0,55.00020261924226,64.99652377320457,64.99999998697155,54.99999999813878,64.99999998697155,40.00000001488967,79.99999997022067,0.20006133584479746
53,skipped,1.0825465166777697,1.0,0.0,0.0,0.0,0.8560825999988999,0.9926487627477779,0.9926487634867887,0.0,55.000202619242266,65.0016412969622,64.99999998697155,54.99999999813878,64.99999998697155,40.00000001488967,79.99999997022066,0.20006133584479746
54,skipped,1.0825447494456317,1.0,0.0,0.0,0.0,0.8560799373323157,0.9926422852007009,0.9926422859397066,0.0,55.00020261924226,64.99867216955965,64.99999998697153,54.99999999813878,64.99999998697153,40.000000014889665,79.99999997022067,0.20006133584479746
55,cached,0.10523328762901683,0.02268782323702079,97.73121767629792,1391.426591111111,31.568440546419293,0.8560808022841824,0.9926446596259467,0.9926446603649541,8.893213987350464,55.00000001861207,65.00000001116724,65.00000001116724,55.00000001861207,65.00000001116724,40.000000029779336,80.0,0.20006133584479746
56,cached,0.10523328762901683,0.02268782323702079,97.73121767629792,1391.426591111111,31.568440546419293,0.8560808022841824,0.9926446596259467,0.9926446603649541,8.893213987350464,55.00000001861207,65.00000001116724,65.00000001116724,55.00000001861207,65.00000001116724,40.000000029779336,80.0,0.20006133584479746
57,infeas,1.0,1.0,0.0,0.0,0.0,inf,1.1450823119988187,0.5184642972537381,0.0,48.0316585300862,56.76502571158635,154.30184956563699,48.031481581144384,56.76447822280472,34.931986618653895,69.86397318529522,0.20006133584479746
58,infeas,1.0,1.0,0.0,0.0,0.0,inf,2.444884413546756,0.7877863674673286,0.0,69.81613913494971,82.51047443212238,16.36069164593864,69.81588193183994,82.50967863297402,50.77518688013883,101.55037368467511,0.20006133584479746
59,infeas,1.0,1.0,0.0,0.0,0.0,inf,1.0375425361539987,0.9087627798525014,0.0,60.522067869727834,71.5265065559107,38.55263625939953,60.521844906036925,71.52581669521852,44.01588722226455,88.03177437899092,0.20006133584479746
