eval,event,obj,cv,dou,mean,std,s_star,s_lo,s_hi,sim_s,P0=P1,P2,P3,P4,P5,P6,P7,PPFD_per_W
60,infeas,1.0,1.0,0.0,0.0,0.0,inf,1.0483169267926797,0.8806097769561687,0.0,52.46524328004674,62.00474801200128,90.84614104163177,52.46504999774993,62.00414998701108,38.15640001385821,76.31279997090282,0.20006133584479746
61,skipped,1.0760032569776707,1.0,0.0,0.0,0.0,0.8524107180655517,0.97604887368076,0.9760488744074122,0.0,55.00020261924226,65.00062690669164,57.76328015666128,54.99999999813879,64.99999998697153,40.00000001488967,79.99999997022067,0.20006133584479746
62,skipped,1.0915037007882433,1.0,0.0,0.0,0.0,0.8589798946977085,1.013552974952918,1.0135529757074913,0.0,55.00020261924225,65.00062690669164,75.2100822713989,54.99999999813878,64.99999998697153,40.000000014889665,79.99999997022066,0.20006133584479746
63,skipped,1.0858505062318968,1.0,0.0,0.0,0.0,0.857413436881641,1.0005807034033882,1.000580704148304,0.0,55.00020261924226,65.00062690669164,68.72515948829681,54.99999999813879,64.99999998697153,40.000000014889665,79.99999997022067,0.20006133584479746
64,skipped,1.0799749259981795,1.0,0.0,0.0,0.0,0.8548117961719321,0.9862737459104977,0.9862737466447622,0.0,55.000202619242266,65.00062690669164,62.1345565092838,54.99999999813879,64.99999998697155,40.00000001488967,79.99999997022066,0.20006133584479746
65,skipped,1.0837914353910665,1.0,0.0,0.0,0.0,0.8566220215577781,0.9956696734081504,0.99566967414941,0.0,55.00020261924226,65.00062690669164,66.39843609509624,54.99999999813878,64.99999998697153,40.000000014889665,79.99999997022066,0.20006133584479746
66,skipped,1.0815531999969654,1.0,0.0,0.0,0.0,0.8556165242985715,0.9902075093840643,0.9902075101212574,0.0,55.000202619242266,65.00062690669164,63.89022294011675,54.99999999813878,64.99999998697155,40.00000001488967,79.99999997022067,0.20006133584479746
67,skipped,1.0830192404173102,1.0,0.0,0.0,0.0,0.8562926330189943,0.9938001952454083,0.9938001959852761,0.0,55.00020261924226,65.00062690669164,65.5306444379537,54.99999999813879,64.99999998697153,40.00000001488967,79.99999997022067,0.20006133584479746
68,skipped,1.082165161093214,1.0,0.0,0.0,0.0,0.8559069477742833,0.9917142109417085,0.9917142116800235,0.0,55.000202619242266,65.00062690669164,64.57384557891511,54.99999999813879,64.99999998697155,40.00000001488967,79.99999997022066,0.20006133584479746
69,skipped,1.0827263559924682,1.0,0.0,0.0,0.0,0.8561629242621775,0.9930870449487404,0.9930870456880774,0.0,55.000202619242266,65.00062690669165,65.20217903515154,54.99999999813879,64.99999998697153,40.00000001488967,79.99999997022066,0.20006133584479746
70,skipped,1.0824002491274873,1.0,0.0,0.0,0.0,0.8560153746854055,0.9922903246098117,0.9922903253485555,0.0,55.00020261924225,65.00062690669164,64.83689253861819,54.99999999813878,64.99999998697155,40.00000001488967,79.99999997022066,0.20006133584479746
71,skipped,1.0826147847484955,1.0,0.0,0.0,0.0,0.8561128151766423,0.992814780871324,0.992814781610458,0.0,55.000202619242266,65.00062690669164,65.07715140585795,54.99999999813878,64.99999998697155,40.000000014889665,79.99999997022067,0.20006133584479746
72,skipped,1.082490240777231,1.0,0.0,0.0,0.0,0.8560564228614091,0.9925104687653724,0.99251046950428,0.0,55.000202619242266,65.00062690669164,64.93765011138747,54.99999999813879,64.99999998697153,40.00000001488967,79.99999997022067,0.20006133584479746
73,skipped,1.0825722121326435,1.0,0.0,0.0,0.0,0.8560935929978429,0.9927108049527145,0.9927108056917711,0.0,55.00020261924226,65.00062690669164,65.02945840385063,54.99999999813879,64.99999998697155,40.000000014889665,79.99999997022067,0.20006133584479746
74,skipped,1.0825246431565323,1.0,0.0,0.0,0.0,0.8560720481953155,0.992594569237743,0.9925945699767132,0.0,55.00020261924226,65.00062690669165,64.97617739138661,54.99999999813878,64.99999998697155,40.00000001488967,79.99999997022067,0.20006133584479746
75,skipped,1.0825559572288166,1.0,0.0,0.0,0.0,0.856086238794809,0.9926710925610658,0.9926710933000932,0.0,55.00020261924226,65.00062690669162,65.01125052517676,54.99999999813878,64.99999998697155,40.00000001488967,79.99999997022066,0.20006133584479746
76,skipped,1.082537787874348,1.0,0.0,0.0,0.0,0.8560780087052922,0.9926266946395883,0.9926266953785824,0.0,55.000202619242266,65.00062690669164,64.99089953466591,54.99999999813878,64.99999998697155,40.00000001488967,79.99999997022067,0.20006133584479746
77,skipped,1.082549749340032,1.0,0.0,0.0,0.0,0.8560834279913806,0.9926559241969778,0.9926559249359934,0.0,55.00020261924226,65.00062690669164,65.00429708022132,54.99999999813878,64.99999998697155,40.000000014889665,79.99999997022067,0.20006133584479746
78,skipped,1.082542809319379,1.0,0.0,0.0,0.0,0.8560802842738409,0.9926389657252487,0.9926389664642521,0.0,55.00020261924226,65.00062690669164,64.99652377320456,54.999999998138776,64.99999998697155,40.000000014889665,79.99999997022066,0.20006133584479746
79,skipped,1.0825473782735233,1.0,0.0,0.0,0.0,0.8560823541050533,0.9926501304587939,0.9926501311978055,0.0,55.000202619242266,65.00062690669164,65.00164129696222,54.99999999813878,64.99999998697153,40.00000001488967,79.99999997022067,0.20006133584479746
