8.904646e+01	8.904646e+01	8.904646e+01	
8.893460e+01	8.893460e+01	8.893460e+01	
8.097662e+01	8.097662e+01	8.097662e+01	
9.207263e+01	9.207263e+01	9.207263e+01	
7.780298e+01	7.780298e+01	7.780298e+01	
7.765086e+01	7.765086e+01	7.765086e+01	
7.693759e+01	7.693759e+01	7.693759e+01	
7.653780e+01	7.653780e+01	7.653780e+01	
7.664333e+01	7.664333e+01	7.664333e+01	
7.727292e+01	7.727292e+01	7.727292e+01	
8.974994e+01	8.974994e+01	8.974994e+01	
8.118105e+01	8.118105e+01	8.118105e+01	
8.260358e+01	8.260358e+01	8.260358e+01	
8.773518e+01	8.773518e+01	8.773518e+01	
8.897530e+01	8.897530e+01	8.897530e+01	
8.648663e+01	8.648663e+01	8.648663e+01	
8.251241e+01	8.251241e+01	8.251241e+01	
7.806945e+01	7.806945e+01	7.806945e+01	
7.645428e+01	7.645428e+01	7.645428e+01	
8.246353e+01	8.246353e+01	8.246353e+01	
7.111675e+01	7.111675e+01	7.111675e+01	
7.219549e+01	7.219549e+01	7.219549e+01	
7.042838e+01	7.042838e+01	7.042838e+01	
7.169650e+01	7.169650e+01	7.169650e+01	
7.712394e+01	7.712394e+01	7.712394e+01	
7.204915e+01	7.204915e+01	7.204915e+01	
7.382082e+01	7.382082e+01	7.382082e+01	
7.726328e+01	7.726328e+01	7.726328e+01	
8.489523e+01	8.489523e+01	8.489523e+01	
8.855373e+01	8.855373e+01	8.855373e+01	
9.496577e+01	9.496577e+01	9.496577e+01	
7.787993e+01	7.787993e+01	7.787993e+01	
7.077982e+01	7.077982e+01	7.077982e+01	
6.949401e+01	6.949401e+01	6.949401e+01	
6.661887e+01	6.661887e+01	6.661887e+01	
6.564153e+01	6.564153e+01	6.564153e+01	
6.459184e+01	6.459184e+01	6.459184e+01	
6.485504e+01	6.485504e+01	6.485504e+01	
6.421213e+01	6.421213e+01	6.421213e+01	
6.484356e+01	6.484356e+01	6.484356e+01	
6.647369e+01	6.647369e+01	6.647369e+01	
6.885197e+01	6.885197e+01	6.885197e+01	
7.185938e+01	7.185938e+01	7.185938e+01	
7.836806e+01	7.836806e+01	7.836806e+01	
8.181240e+01	8.181240e+01	8.181240e+01	
7.962395e+01	7.962395e+01	7.962395e+01	
7.432053e+01	7.432053e+01	7.432053e+01	
6.753403e+01	6.753403e+01	6.753403e+01	
6.404297e+01	6.404297e+01	6.404297e+01	
6.219614e+01	6.219614e+01	6.219614e+01	
6.206915e+01	6.206915e+01	6.206915e+01	
6.100015e+01	6.100015e+01	6.100015e+01	
6.069940e+01	6.069940e+01	6.069940e+01	
6.397237e+01	6.397237e+01	6.397237e+01	
6.122385e+01	6.122385e+01	6.122385e+01	
6.330938e+01	6.330938e+01	6.330938e+01	
6.495235e+01	6.495235e+01	6.495235e+01	
6.840412e+01	6.840412e+01	6.840412e+01	
7.451788e+01	7.451788e+01	7.451788e+01	
7.913345e+01	7.913345e+01	7.913345e+01	
7.751894e+01	7.751894e+01	7.751894e+01	
7.185992e+01	7.185992e+01	7.185992e+01	
6.568006e+01	6.568006e+01	6.568006e+01	
6.252600e+01	6.252600e+01	6.252600e+01	
6.034552e+01	6.034552e+01	6.034552e+01	
6.012453e+01	6.012453e+01	6.012453e+01	
5.965536e+01	5.965536e+01	5.965536e+01	
5.917549e+01	5.917549e+01	5.917549e+01	
6.539942e+01	6.539942e+01	6.539942e+01	
5.995818e+01	5.995818e+01	5.995818e+01	
6.043564e+01	6.043564e+01	6.043564e+01	
6.365622e+01	6.365622e+01	6.365622e+01	
6.564133e+01	6.564133e+01	6.564133e+01	
7.184882e+01	7.184882e+01	7.184882e+01	
7.789120e+01	7.789120e+01	7.789120e+01	
8.663969e+01	8.663969e+01	8.663969e+01	
7.188747e+01	7.188747e+01	7.188747e+01	
6.618951e+01	6.618951e+01	6.618951e+01	
6.160637e+01	6.160637e+01	6.160637e+01	
5.973271e+01	5.973271e+01	5.973271e+01	
6.016731e+01	6.016731e+01	6.016731e+01	
5.901690e+01	5.901690e+01	5.901690e+01	
5.968895e+01	5.968895e+01	5.968895e+01	
5.841808e+01	5.841808e+01	5.841808e+01	
5.953825e+01	5.953825e+01	5.953825e+01	
5.982424e+01	5.982424e+01	5.982424e+01	
6.163398e+01	6.163398e+01	6.163398e+01	
6.574476e+01	6.574476e+01	6.574476e+01	
7.344237e+01	7.344237e+01	7.344237e+01	
7.713789e+01	7.713789e+01	7.713789e+01	
7.757877e+01	7.757877e+01	7.757877e+01	
7.214884e+01	7.214884e+01	7.214884e+01	
6.630109e+01	6.630109e+01	6.630109e+01	
6.177771e+01	6.177771e+01	6.177771e+01	
5.968125e+01	5.968125e+01	5.968125e+01	
5.891545e+01	5.891545e+01	5.891545e+01	
5.846584e+01	5.846584e+01	5.846584e+01	
5.848066e+01	5.848066e+01	5.848066e+01	
5.885975e+01	5.885975e+01	5.885975e+01	
6.095462e+01	6.095462e+01	6.095462e+01	
6.101638e+01	6.101638e+01	6.101638e+01	
6.211278e+01	6.211278e+01	6.211278e+01	
6.473150e+01	6.473150e+01	6.473150e+01	
7.095110e+01	7.095110e+01	7.095110e+01	
7.981831e+01	7.981831e+01	7.981831e+01	
7.730490e+01	7.730490e+01	7.730490e+01	
7.092941e+01	7.092941e+01	7.092941e+01	
6.608821e+01	6.608821e+01	6.608821e+01	
6.332177e+01	6.332177e+01	6.332177e+01	
6.064098e+01	6.064098e+01	6.064098e+01	
5.897954e+01	5.897954e+01	5.897954e+01	
5.815345e+01	5.815345e+01	5.815345e+01	
5.845724e+01	5.845724e+01	5.845724e+01	
6.013097e+01	6.013097e+01	6.013097e+01	
5.851526e+01	5.851526e+01	5.851526e+01	
6.047135e+01	6.047135e+01	6.047135e+01	
6.144048e+01	6.144048e+01	6.144048e+01	
6.468740e+01	6.468740e+01	6.468740e+01	
7.129105e+01	7.129105e+01	7.129105e+01	
7.642648e+01	7.642648e+01	7.642648e+01	
7.741367e+01	7.741367e+01	7.741367e+01	
7.088037e+01	7.088037e+01	7.088037e+01	
6.480631e+01	6.480631e+01	6.480631e+01	
6.109062e+01	6.109062e+01	6.109062e+01	
5.959702e+01	5.959702e+01	5.959702e+01	
5.806797e+01	5.806797e+01	5.806797e+01	
5.826041e+01	5.826041e+01	5.826041e+01	
5.787090e+01	5.787090e+01	5.787090e+01	
5.835371e+01	5.835371e+01	5.835371e+01	
5.873732e+01	5.873732e+01	5.873732e+01	
6.019243e+01	6.019243e+01	6.019243e+01	
6.130557e+01	6.130557e+01	6.130557e+01	
6.459416e+01	6.459416e+01	6.459416e+01	
7.091992e+01	7.091992e+01	7.091992e+01	
7.682195e+01	7.682195e+01	7.682195e+01	
7.774413e+01	7.774413e+01	7.774413e+01	
7.143369e+01	7.143369e+01	7.143369e+01	
6.571218e+01	6.571218e+01	6.571218e+01	
6.173404e+01	6.173404e+01	6.173404e+01	
6.033414e+01	6.033414e+01	6.033414e+01	
5.902623e+01	5.902623e+01	5.902623e+01	
5.883196e+01	5.883196e+01	5.883196e+01	
5.843721e+01	5.843721e+01	5.843721e+01	
5.871051e+01	5.871051e+01	5.871051e+01	
5.878509e+01	5.878509e+01	5.878509e+01	
5.969029e+01	5.969029e+01	5.969029e+01	
6.139325e+01	6.139325e+01	6.139325e+01	
6.489151e+01	6.489151e+01	6.489151e+01	
7.810681e+01	7.810681e+01	7.810681e+01	
7.733886e+01	7.733886e+01	7.733886e+01	
7.779591e+01	7.779591e+01	7.779591e+01	
7.126868e+01	7.126868e+01	7.126868e+01	
6.621346e+01	6.621346e+01	6.621346e+01	
6.243753e+01	6.243753e+01	6.243753e+01	
6.094828e+01	6.094828e+01	6.094828e+01	
6.012231e+01	6.012231e+01	6.012231e+01	
5.921449e+01	5.921449e+01	5.921449e+01	
6.069029e+01	6.069029e+01	6.069029e+01	
5.927931e+01	5.927931e+01	5.927931e+01	
5.965280e+01	5.965280e+01	5.965280e+01	
6.033445e+01	6.033445e+01	6.033445e+01	
6.287883e+01	6.287883e+01	6.287883e+01	
6.557258e+01	6.557258e+01	6.557258e+01	
7.249406e+01	7.249406e+01	7.249406e+01	
7.738786e+01	7.738786e+01	7.738786e+01	
7.926335e+01	7.926335e+01	7.926335e+01	
7.935992e+01	7.935992e+01	7.935992e+01	
7.556963e+01	7.556963e+01	7.556963e+01	
6.456710e+01	6.456710e+01	6.456710e+01	
6.193414e+01	6.193414e+01	6.193414e+01	
6.368178e+01	6.368178e+01	6.368178e+01	
6.087188e+01	6.087188e+01	6.087188e+01	
6.350047e+01	6.350047e+01	6.350047e+01	
6.087832e+01	6.087832e+01	6.087832e+01	
6.151348e+01	6.151348e+01	6.151348e+01	
6.425410e+01	6.425410e+01	6.425410e+01	
6.407599e+01	6.407599e+01	6.407599e+01	
6.711595e+01	6.711595e+01	6.711595e+01	
7.382391e+01	7.382391e+01	7.382391e+01	
7.951666e+01	7.951666e+01	7.951666e+01	
8.174984e+01	8.174984e+01	8.174984e+01	
8.164806e+01	8.164806e+01	8.164806e+01	
7.430504e+01	7.430504e+01	7.430504e+01	
6.770641e+01	6.770641e+01	6.770641e+01	
6.981959e+01	6.981959e+01	6.981959e+01	
6.476006e+01	6.476006e+01	6.476006e+01	
6.531993e+01	6.531993e+01	6.531993e+01	
6.486262e+01	6.486262e+01	6.486262e+01	
6.575073e+01	6.575073e+01	6.575073e+01	
6.495547e+01	6.495547e+01	6.495547e+01	
6.625887e+01	6.625887e+01	6.625887e+01	
6.715932e+01	6.715932e+01	6.715932e+01	
7.138119e+01	7.138119e+01	7.138119e+01	
7.850134e+01	7.850134e+01	7.850134e+01	
8.306344e+01	8.306344e+01	8.306344e+01	
8.626935e+01	8.626935e+01	8.626935e+01	
8.318971e+01	8.318971e+01	8.318971e+01	
7.799518e+01	7.799518e+01	7.799518e+01	
7.384285e+01	7.384285e+01	7.384285e+01	
7.214827e+01	7.214827e+01	7.214827e+01	
7.090258e+01	7.090258e+01	7.090258e+01	
7.301508e+01	7.301508e+01	7.301508e+01	
7.057870e+01	7.057870e+01	7.057870e+01	
7.172765e+01	7.172765e+01	7.172765e+01	
7.187173e+01	7.187173e+01	7.187173e+01	
7.246268e+01	7.246268e+01	7.246268e+01	
7.416430e+01	7.416430e+01	7.416430e+01	
7.872964e+01	7.872964e+01	7.872964e+01	
8.394691e+01	8.394691e+01	8.394691e+01	
9.577644e+01	9.577644e+01	9.577644e+01	
8.930724e+01	8.930724e+01	8.930724e+01	
8.711430e+01	8.711430e+01	8.711430e+01	
8.155558e+01	8.155558e+01	8.155558e+01	
7.973717e+01	7.973717e+01	7.973717e+01	
7.715672e+01	7.715672e+01	7.715672e+01	
7.690869e+01	7.690869e+01	7.690869e+01	
7.721869e+01	7.721869e+01	7.721869e+01	
7.653276e+01	7.653276e+01	7.653276e+01	
7.721565e+01	7.721565e+01	7.721565e+01	
7.731855e+01	7.731855e+01	7.731855e+01	
7.738792e+01	7.738792e+01	7.738792e+01	
8.051094e+01	8.051094e+01	8.051094e+01	
8.157075e+01	8.157075e+01	8.157075e+01	
8.729799e+01	8.729799e+01	8.729799e+01	
8.932420e+01	8.932420e+01	8.932420e+01	
