3.086615e+02	3.086615e+02	3.086615e+02	
2.819579e+02	2.819579e+02	2.819579e+02	
2.429657e+02	2.429657e+02	2.429657e+02	
2.260832e+02	2.260832e+02	2.260832e+02	
2.076961e+02	2.076961e+02	2.076961e+02	
2.093592e+02	2.093592e+02	2.093592e+02	
2.279205e+02	2.279205e+02	2.279205e+02	
1.963030e+02	1.963030e+02	1.963030e+02	
2.172069e+02	2.172069e+02	2.172069e+02	
2.060795e+02	2.060795e+02	2.060795e+02	
2.169479e+02	2.169479e+02	2.169479e+02	
2.259564e+02	2.259564e+02	2.259564e+02	
2.429355e+02	2.429355e+02	2.429355e+02	
2.850996e+02	2.850996e+02	2.850996e+02	
3.259402e+02	3.259402e+02	3.259402e+02	
2.788163e+02	2.788163e+02	2.788163e+02	
2.681442e+02	2.681442e+02	2.681442e+02	
2.250459e+02	2.250459e+02	2.250459e+02	
1.780725e+02	1.780725e+02	1.780725e+02	
1.930489e+02	1.930489e+02	1.930489e+02	
1.931261e+02	1.931261e+02	1.931261e+02	
1.767941e+02	1.767941e+02	1.767941e+02	
1.817924e+02	1.817924e+02	1.817924e+02	
1.794130e+02	1.794130e+02	1.794130e+02	
1.851296e+02	1.851296e+02	1.851296e+02	
1.994509e+02	1.994509e+02	1.994509e+02	
1.906400e+02	1.906400e+02	1.906400e+02	
2.266673e+02	2.266673e+02	2.266673e+02	
2.603143e+02	2.603143e+02	2.603143e+02	
2.741040e+02	2.741040e+02	2.741040e+02	
2.650009e+02	2.650009e+02	2.650009e+02	
2.173358e+02	2.173358e+02	2.173358e+02	
1.976478e+02	1.976478e+02	1.976478e+02	
1.720025e+02	1.720025e+02	1.720025e+02	
1.555492e+02	1.555492e+02	1.555492e+02	
1.619472e+02	1.619472e+02	1.619472e+02	
1.541681e+02	1.541681e+02	1.541681e+02	
1.444676e+02	1.444676e+02	1.444676e+02	
1.557862e+02	1.557862e+02	1.557862e+02	
1.418044e+02	1.418044e+02	1.418044e+02	
1.542390e+02	1.542390e+02	1.542390e+02	
1.794196e+02	1.794196e+02	1.794196e+02	
1.829291e+02	1.829291e+02	1.829291e+02	
2.521739e+02	2.521739e+02	2.521739e+02	
2.446437e+02	2.446437e+02	2.446437e+02	
2.324215e+02	2.324215e+02	2.324215e+02	
1.888384e+02	1.888384e+02	1.888384e+02	
1.674985e+02	1.674985e+02	1.674985e+02	
1.438209e+02	1.438209e+02	1.438209e+02	
1.531229e+02	1.531229e+02	1.531229e+02	
1.648423e+02	1.648423e+02	1.648423e+02	
1.394951e+02	1.394951e+02	1.394951e+02	
